user_id,age,gender,region,subscription_type,payment_method,primary_device,account_age_months,favorite_genre,time_of_day,recommendation_source,session_count,avg_watch_time_minutes_per_week,watch_sessions_per_week,completion_rate,avg_rating_given,app_rating,recommendation_click_rate,days_since_last_login,churned
N20930,44,Male,Asia,Basic,Credit Card,Laptop,49,Action,Evening,Search,1,234,5,90,4,5,55,1,0
N20931,33,Female,Asia,Standard,Credit Card,Mobile,39,Horror,Evening,Algorithm,2,91,1,87,3,4,50,11,0
N20932,34,Female,South America,Basic,Debit Card,Mobile,42,Romance,Afternoon,Trending,1,294,4,70,4,4,50,2,1
N20933,38,Female,Asia,Premium,Credit Card,Smart TV,28,Romance,Night,Trending,4,631,13,88,4,4,30,1,0
N20934,34,Female,Asia,Standard,Credit Card,Laptop,31,Action,Night,Friend,2,101,4,78,4,4,54,5,0
N20935,38,Female,Europe,Standard,Credit Card,Smart TV,31,Romance,Evening,Search,2,413,5,92,3,3,12,1,0
N20936,39,Male,Europe,Standard,Credit Card,Mobile,51,Sci-Fi,Night,Friend,3,247,5,84,4,5,78,3,0
N20937,32,Female,Asia,Standard,Debit Card,Smart TV,72,Comedy,Morning,Search,2,310,7,75,4,5,19,30,0
N20938,37,Female,Africa,Standard,Credit Card,Smart TV,33,Comedy,Afternoon,Algorithm,1,741,16,84,4,4,48,14,0
N20939,59,Female,Asia,Standard,Paypal,Mobile,54,Drama,Evening,Trending,2,100,4,53,3,3,11,34,1
N20940,44,Male,Europe,Standard,Credit Card,Mobile,52,Sci-Fi,Evening,Algorithm,2,445,12,78,4,5,35,2,0
N20941,35,Male,Europe,Standard,Paypal,Mobile,59,Action,Evening,Algorithm,1,118,3,69,4,4,34,3,0
N20942,19,Female,Asia,Basic,Debit Card,Smart TV,79,Documentary,Morning,Ads,1,221,3,79,5,4,9,0,0
N20943,29,Female,Asia,Basic,Gift Card,Smart TV,30,Comedy,Evening,Trending,1,146,4,81,3,3,13,50,1
N20944,57,Male,Asia,Premium,Gift Card,Smart TV,68,Action,Evening,Trending,2,252,9,90,4,4,49,0,0
N20945,27,Female,South America,Premium,Debit Card,Smart TV,41,Drama,Morning,Search,1,369,7,87,4,4,46,1,0
N20946,30,Male,Africa,Premium,Credit Card,Mobile,39,Documentary,Afternoon,Algorithm,4,204,5,73,4,4,46,18,0
N20947,30,Male,North America,Premium,Debit Card,Smart TV,71,Action,Evening,Trending,4,228,5,82,4,4,33,2,0
N20948,54,Male,Africa,Basic,Credit Card,Smart TV,100,Documentary,Night,Friend,1,475,11,78,4,5,54,14,0
N20949,39,Male,Asia,Premium,Debit Card,Laptop,17,Sci-Fi,Evening,Trending,1,163,2,80,4,4,3,2,0
N20950,35,Male,Europe,Basic,Credit Card,Smart TV,23,Horror,Evening,Search,1,397,8,72,4,4,55,0,0
N20951,37,Male,Europe,Premium,Debit Card,Smart TV,62,Sci-Fi,Night,Trending,2,487,8,89,3,4,60,1,0
N20952,41,Male,North America,Premium,Gift Card,Mobile,54,Action,Night,Search,4,203,4,84,3,3,11,1,1
N20953,35,Female,North America,Premium,Paypal,Smart TV,50,Comedy,Afternoon,Algorithm,1,203,3,81,4,5,69,53,0
N20954,53,Male,North America,Basic,Paypal,Smart TV,19,Drama,Evening,Friend,1,374,7,95,4,4,36,0,0
N20955,35,Male,Europe,Basic,Credit Card,Tablet,54,Sci-Fi,Night,Search,1,118,2,60,3,4,29,51,0
N20956,21,Male,Asia,Premium,Credit Card,Mobile,22,Action,Night,Trending,4,350,10,70,4,5,28,0,0
N20957,33,Male,Africa,Basic,Debit Card,Mobile,21,Drama,Afternoon,Trending,1,162,4,75,4,4,21,24,1
N20958,27,Male,Asia,Standard,Paypal,Smart TV,54,Action,Night,Algorithm,1,530,9,81,5,4,60,1,0
N20959,49,Male,South America,Standard,Debit Card,Smart TV,69,Romance,Evening,Ads,1,486,13,88,4,3,15,2,0
N20960,19,Female,Europe,Basic,Paypal,Laptop,13,Documentary,Evening,Search,1,237,5,76,4,5,33,35,1
N20961,48,Female,North America,Standard,Debit Card,Smart TV,25,Action,Evening,Trending,2,99,2,69,5,4,10,1,0
N20962,28,Male,Asia,Basic,Debit Card,Smart TV,51,Horror,Afternoon,Algorithm,1,257,4,75,4,5,77,3,0
N20963,47,Male,Asia,Premium,Credit Card,Smart TV,67,Sci-Fi,Afternoon,Ads,4,274,5,66,3,4,46,2,0
N20964,19,Female,South America,Basic,Paypal,Laptop,2,Action,Evening,Algorithm,1,138,2,59,4,3,25,4,1
N20965,26,Male,Asia,Standard,Credit Card,Mobile,34,Action,Evening,Algorithm,2,105,3,46,4,3,32,31,0
N20966,43,Male,Asia,Basic,Credit Card,Mobile,60,Documentary,Afternoon,Search,1,113,1,73,4,4,15,3,1
N20967,34,Female,North America,Premium,Paypal,Smart TV,5,Horror,Evening,Algorithm,3,235,3,58,4,4,55,32,0
N20968,31,Female,North America,Standard,Paypal,Smart TV,52,Action,Afternoon,Algorithm,3,338,8,64,4,4,26,2,0
N20969,31,Male,Europe,Basic,Paypal,Smart TV,11,Comedy,Evening,Ads,1,409,6,67,4,5,51,1,0
N20970,21,Female,North America,Basic,Credit Card,Laptop,4,Drama,Morning,Trending,1,34,2,65,4,4,18,29,1
N20971,66,Male,Asia,Basic,Credit Card,Mobile,15,Sci-Fi,Evening,Friend,1,312,7,92,4,4,31,4,0
N20972,38,Female,North America,Basic,Credit Card,Smart TV,20,Comedy,Morning,Ads,1,120,2,65,4,3,0,43,0
N20973,39,Female,Africa,Basic,Paypal,Smart TV,20,Comedy,Evening,Search,1,264,4,64,3,4,22,14,0
N20974,20,Female,Africa,Premium,Credit Card,Tablet,48,Romance,Morning,Friend,1,200,5,79,4,4,25,25,0
N20975,30,Male,North America,Basic,Paypal,Mobile,40,Sci-Fi,Evening,Trending,1,87,3,58,3,4,22,17,1
N20976,39,Male,Oceania,Standard,Credit Card,Mobile,76,Comedy,Morning,Algorithm,1,203,5,69,3,4,69,2,0
N20977,37,Male,North America,Basic,Debit Card,Laptop,24,Drama,Evening,Trending,1,72,1,59,4,4,22,28,1
N20978,57,Male,Asia,Standard,Credit Card,Mobile,23,Drama,Morning,Search,1,259,7,62,3,3,52,0,1
N20979,34,Male,North America,Standard,Debit Card,Mobile,4,Horror,Evening,Search,3,501,13,80,4,4,47,2,0
N20980,40,Male,North America,Standard,Credit Card,Mobile,63,Action,Evening,Trending,2,355,12,94,4,4,36,5,0
N20981,46,Male,North America,Standard,Paypal,Laptop,47,Romance,Night,Algorithm,3,243,5,64,4,4,31,46,0
N20982,28,Male,Europe,Standard,Credit Card,Mobile,67,Comedy,Evening,Trending,2,352,8,79,4,4,14,0,0
N20983,27,Male,Oceania,Basic,Credit Card,Smart TV,76,Horror,Morning,Trending,1,132,2,68,4,4,63,28,0
N20984,27,Male,Europe,Basic,Paypal,Smart TV,47,Comedy,Evening,Ads,1,259,5,68,4,3,0,16,1
N20985,30,Female,North America,Standard,Credit Card,Mobile,20,Comedy,Night,Search,1,207,4,73,4,4,16,3,0
N20986,59,Male,Europe,Basic,Paypal,Mobile,22,Comedy,Evening,Trending,1,227,6,73,4,4,18,14,0
N20987,34,Male,Europe,Premium,Gift Card,Laptop,45,Action,Night,Search,2,153,4,52,5,4,50,4,0
N20988,33,Female,Asia,Premium,Paypal,Smart TV,16,Action,Night,Algorithm,5,480,7,80,3,4,26,35,0
N20989,48,Female,Europe,Basic,Paypal,Mobile,47,Romance,Afternoon,Algorithm,1,154,3,43,3,4,47,5,0
N20990,20,Male,North America,Standard,Debit Card,Tablet,18,Comedy,Night,Ads,3,375,6,60,3,4,38,1,0
N20991,35,Female,North America,Premium,Credit Card,Smart TV,37,Horror,Night,Trending,2,187,3,67,4,4,59,24,0
N20992,39,Male,Asia,Basic,Credit Card,Smart TV,68,Documentary,Night,Algorithm,1,115,2,58,3,3,0,38,1
N20993,62,Male,North America,Basic,Debit Card,Tablet,32,Action,Night,Algorithm,1,150,5,63,4,4,9,18,0
N20994,41,Female,South America,Standard,Credit Card,Tablet,40,Documentary,Morning,Algorithm,2,309,4,47,4,4,38,6,0
N20995,49,Male,Europe,Basic,Debit Card,Smart TV,16,Comedy,Night,Algorithm,1,169,4,53,2,4,89,35,1
N20996,30,Male,North America,Premium,Credit Card,Smart TV,56,Action,Morning,Algorithm,3,339,7,87,5,3,39,1,0
N20997,74,Male,North America,Premium,Credit Card,Mobile,46,Sci-Fi,Afternoon,Friend,2,285,6,64,4,3,72,2,0
N20998,68,Male,Europe,Premium,Credit Card,Smart TV,28,Sci-Fi,Morning,Algorithm,3,153,5,82,4,4,60,11,0
N20999,65,Male,North America,Standard,Credit Card,Smart TV,45,Drama,Night,Ads,1,261,5,88,4,5,43,2,0
N21000,28,Male,Asia,Basic,Paypal,Smart TV,41,Sci-Fi,Night,Algorithm,1,221,4,76,4,3,61,18,0
N21001,52,Female,Europe,Premium,Credit Card,Smart TV,42,Documentary,Night,Search,1,207,2,74,5,3,22,0,0
N21002,71,Male,Europe,Basic,Credit Card,Smart TV,35,Action,Evening,Algorithm,1,204,5,80,4,4,37,1,0
N21003,70,Female,Europe,Premium,Debit Card,Smart TV,1,Sci-Fi,Morning,Friend,1,272,5,79,4,4,27,1,0
N21004,35,Male,Asia,Basic,Paypal,Mobile,31,Action,Afternoon,Search,1,95,5,70,3,3,49,2,0
N21005,35,Female,Europe,Basic,Credit Card,Smart TV,34,Romance,Evening,Trending,1,203,3,86,4,4,33,1,0
N21006,47,Male,Africa,Standard,Debit Card,Smart TV,57,Horror,Afternoon,Trending,1,275,5,64,4,4,58,6,0
N21007,38,Male,Asia,Basic,Debit Card,Laptop,30,Documentary,Night,Algorithm,1,148,3,77,3,4,31,2,1
N21008,36,Male,North America,Basic,Credit Card,Mobile,48,Drama,Morning,Trending,1,286,7,64,4,4,22,5,0
N21009,39,Female,Europe,Basic,Debit Card,Mobile,66,Action,Morning,Ads,1,111,1,71,3,3,31,37,0
N21010,41,Female,Europe,Premium,Credit Card,Smart TV,81,Sci-Fi,Night,Algorithm,5,490,7,68,4,4,68,3,0
N21011,38,Female,North America,Basic,Credit Card,Smart TV,38,Comedy,Evening,Trending,1,109,3,73,4,4,25,0,0
N21012,42,Female,North America,Standard,Paypal,Mobile,55,Sci-Fi,Morning,Ads,3,131,2,85,4,4,8,1,0
N21013,61,Male,Europe,Basic,Debit Card,Mobile,29,Documentary,Evening,Search,1,126,4,60,3,3,23,21,0
N21014,40,Female,South America,Premium,Credit Card,Smart TV,80,Comedy,Morning,Search,1,397,8,74,4,4,60,1,0
N21015,22,Female,Europe,Premium,Credit Card,Laptop,16,Drama,Night,Ads,1,170,3,76,3,3,38,2,0
N21016,41,Female,North America,Standard,Credit Card,Mobile,13,Horror,Evening,Algorithm,2,531,13,69,4,5,49,3,0
N21017,45,Female,Asia,Basic,Credit Card,Smart TV,71,Comedy,Afternoon,Search,1,250,5,65,3,4,18,3,0
N21018,52,Male,North America,Standard,Debit Card,Mobile,59,Sci-Fi,Afternoon,Ads,2,495,14,83,4,4,24,30,0
N21019,41,Female,Europe,Premium,Credit Card,Mobile,52,Comedy,Evening,Trending,4,303,8,84,4,3,20,0,0
N21020,19,Male,Asia,Premium,Credit Card,Mobile,49,Horror,Evening,Trending,3,310,10,71,4,5,51,1,0
N21021,32,Female,Asia,Premium,Paypal,Laptop,55,Horror,Night,Search,2,156,4,89,4,4,24,2,0
N21022,58,Female,Asia,Premium,Paypal,Smart TV,47,Horror,Night,Ads,1,106,2,51,4,3,28,28,0
N21023,37,Female,Asia,Basic,Credit Card,Smart TV,62,Romance,Night,Friend,1,316,5,64,5,5,51,1,0
N21024,38,Male,Europe,Standard,Gift Card,Smart TV,31,Comedy,Evening,Friend,2,166,4,67,4,4,23,17,0
N21025,37,Female,Asia,Basic,Debit Card,Laptop,24,Romance,Afternoon,Trending,1,183,4,59,3,3,0,17,1
N21026,65,Female,Asia,Standard,Debit Card,Smart TV,25,Action,Night,Search,1,190,4,71,3,4,52,0,0
N21027,37,Female,Asia,Basic,Paypal,Laptop,28,Romance,Evening,Ads,1,185,2,53,3,3,26,28,1
N21028,33,Female,Europe,Basic,Credit Card,Mobile,47,Romance,Evening,Algorithm,1,146,5,64,4,3,53,26,1
N21029,62,Male,Africa,Standard,Debit Card,Smart TV,42,Drama,Evening,Search,1,209,3,75,4,5,32,1,0
N21030,55,Female,North America,Premium,Credit Card,Mobile,31,Horror,Evening,Trending,5,389,8,71,4,4,65,1,0
N21031,34,Male,South America,Premium,Credit Card,Smart TV,73,Drama,Evening,Algorithm,2,305,6,90,4,4,58,4,0
N21032,54,Female,Africa,Standard,Credit Card,Mobile,23,Drama,Night,Search,1,194,5,68,4,3,50,44,0
N21033,35,Male,Europe,Basic,Credit Card,Laptop,6,Romance,Night,Algorithm,1,455,12,76,5,4,49,5,0
N21034,30,Male,Europe,Basic,Debit Card,Smart TV,80,Action,Morning,Algorithm,1,306,7,74,4,4,43,5,0
N21035,43,Male,Europe,Premium,Credit Card,Mobile,33,Documentary,Evening,Algorithm,4,630,16,90,4,4,51,2,0
N21036,39,Male,Asia,Basic,Debit Card,Laptop,2,Drama,Evening,Ads,1,99,2,72,4,5,21,32,1
N21037,35,Male,Asia,Standard,Debit Card,Laptop,18,Horror,Evening,Trending,2,384,12,79,4,4,19,7,0
N21038,52,Male,Asia,Standard,Paypal,Mobile,49,Comedy,Night,Search,2,473,11,67,4,4,89,1,0
N21039,65,Female,Asia,Basic,Credit Card,Smart TV,44,Sci-Fi,Evening,Algorithm,1,241,3,68,4,5,64,41,0
N21040,40,Male,Europe,Premium,Credit Card,Smart TV,85,Documentary,Night,Search,1,226,5,64,4,4,71,2,0
N21041,42,Female,Europe,Standard,Paypal,Smart TV,45,Comedy,Afternoon,Algorithm,1,238,6,84,5,5,32,0,0
N21042,71,Female,South America,Basic,Debit Card,Smart TV,55,Sci-Fi,Afternoon,Friend,1,465,7,88,5,5,56,30,0
N21043,21,Male,Europe,Basic,Debit Card,Mobile,57,Action,Evening,Trending,1,206,4,72,3,4,35,5,0
N21044,32,Female,North America,Premium,Credit Card,Smart TV,52,Comedy,Afternoon,Friend,3,419,7,75,5,5,67,8,0
N21045,30,Male,Europe,Standard,Gift Card,Smart TV,15,Comedy,Afternoon,Trending,2,179,2,78,4,4,39,29,0
N21046,22,Male,Asia,Basic,Paypal,Smart TV,39,Drama,Evening,Search,1,386,6,66,3,4,26,2,0
N21047,28,Male,Asia,Basic,Credit Card,Smart TV,6,Sci-Fi,Night,Trending,1,247,6,74,4,4,36,12,0
N21048,42,Female,North America,Premium,Paypal,Laptop,19,Horror,Evening,Friend,5,587,16,94,5,5,46,3,0
N21049,33,Male,North America,Standard,Credit Card,Mobile,70,Action,Evening,Algorithm,3,243,6,78,5,4,43,1,0
N21050,33,Female,Africa,Standard,Paypal,Smart TV,36,Romance,Afternoon,Friend,1,177,6,81,4,4,30,34,0
N21051,38,Female,North America,Basic,Paypal,Laptop,12,Drama,Evening,Search,1,136,2,58,4,4,30,3,0
N21052,62,Male,Asia,Standard,Credit Card,Smart TV,72,Drama,Evening,Friend,1,379,11,86,3,5,27,2,0
N21053,68,Male,Asia,Premium,Credit Card,Smart TV,47,Documentary,Evening,Algorithm,5,485,10,71,4,4,23,0,0
N21054,43,Female,Europe,Premium,Paypal,Smart TV,9,Documentary,Night,Algorithm,4,275,5,78,4,4,42,6,0
N21055,53,Male,South America,Basic,Credit Card,Mobile,39,Documentary,Evening,Algorithm,1,189,4,70,3,4,47,0,0
N21056,53,Female,Asia,Standard,Gift Card,Smart TV,71,Documentary,Evening,Algorithm,1,820,16,100,4,5,66,0,0
N21057,41,Female,Europe,Standard,Debit Card,Mobile,12,Drama,Evening,Friend,1,276,6,66,3,4,42,5,0
N21058,54,Male,Asia,Standard,Debit Card,Smart TV,50,Horror,Afternoon,Algorithm,3,567,13,86,4,4,61,3,0
N21059,21,Female,North America,Basic,Debit Card,Mobile,29,Comedy,Afternoon,Trending,1,166,1,64,3,3,42,3,0
N21060,31,Male,Asia,Basic,Paypal,Smart TV,28,Documentary,Morning,Ads,1,480,7,68,4,4,3,19,0
N21061,54,Female,Asia,Basic,Credit Card,Mobile,43,Sci-Fi,Evening,Search,1,271,8,73,4,3,27,18,0
N21062,64,Male,Europe,Standard,Credit Card,Mobile,47,Drama,Night,Trending,2,389,11,82,5,4,28,37,0
N21063,48,Male,Asia,Standard,Paypal,Smart TV,62,Comedy,Evening,Friend,3,346,9,81,5,4,59,1,0
N21064,43,Male,South America,Standard,Credit Card,Mobile,17,Romance,Morning,Trending,1,137,4,78,3,3,16,36,1
N21065,39,Male,Asia,Premium,Debit Card,Smart TV,57,Documentary,Morning,Ads,2,140,4,65,3,4,30,11,0
N21066,37,Female,Europe,Premium,Credit Card,Laptop,15,Horror,Evening,Friend,3,238,5,85,4,5,28,0,0
N21067,40,Female,Europe,Premium,Credit Card,Mobile,71,Drama,Evening,Trending,1,81,2,78,4,4,24,33,0
N21068,35,Male,Africa,Standard,Paypal,Smart TV,9,Drama,Evening,Algorithm,1,129,3,66,4,5,79,50,0
N21069,34,Male,North America,Standard,Paypal,Smart TV,45,Action,Evening,Friend,1,299,5,65,3,4,38,31,0
N21070,46,Female,Asia,Standard,Debit Card,Mobile,63,Comedy,Morning,Search,1,119,4,75,5,4,41,4,0
N21071,55,Male,Africa,Premium,Credit Card,Smart TV,12,Horror,Evening,Algorithm,2,190,3,54,5,4,48,2,0
N21072,59,Female,South America,Premium,Debit Card,Smart TV,79,Comedy,Evening,Algorithm,4,570,7,76,4,4,61,0,0
N21073,35,Male,South America,Standard,Debit Card,Smart TV,28,Sci-Fi,Afternoon,Algorithm,2,233,5,81,4,5,39,1,0
N21074,54,Male,Africa,Premium,Debit Card,Mobile,68,Sci-Fi,Night,Algorithm,5,471,14,82,4,4,47,1,0
N21075,64,Male,Asia,Standard,Debit Card,Laptop,2,Romance,Afternoon,Trending,2,347,7,69,5,4,34,3,0
N21076,56,Male,Asia,Basic,Debit Card,Smart TV,63,Sci-Fi,Night,Algorithm,1,140,2,80,4,4,31,3,0
N21077,43,Male,Europe,Standard,Gift Card,Mobile,6,Documentary,Afternoon,Friend,1,89,4,73,4,4,9,32,1
N21078,56,Male,North America,Standard,Debit Card,Mobile,68,Horror,Evening,Friend,3,452,10,90,5,5,69,3,0
N21079,50,Male,North America,Basic,Credit Card,Smart TV,6,Comedy,Morning,Algorithm,1,464,6,87,4,5,64,0,0
N21080,45,Male,Africa,Standard,Credit Card,Mobile,24,Drama,Evening,Trending,1,309,7,82,4,4,40,3,0
N21081,56,Female,South America,Basic,Credit Card,Mobile,45,Drama,Morning,Trending,1,82,2,73,3,3,40,23,1
N21082,37,Female,North America,Standard,Credit Card,Mobile,56,Sci-Fi,Night,Trending,2,237,3,74,4,4,28,4,0
N21083,24,Male,Asia,Premium,Credit Card,Smart TV,34,Documentary,Night,Algorithm,3,499,7,78,4,4,55,0,0
N21084,50,Female,Asia,Basic,Credit Card,Laptop,28,Sci-Fi,Evening,Algorithm,1,69,1,57,3,3,11,24,0
N21085,33,Male,Asia,Basic,Debit Card,Laptop,34,Sci-Fi,Evening,Trending,1,282,4,84,5,4,41,1,0
N21086,22,Male,Asia,Basic,Debit Card,Laptop,46,Action,Afternoon,Algorithm,1,228,7,71,4,3,25,1,0
N21087,22,Male,North America,Standard,Debit Card,Laptop,56,Action,Night,Algorithm,1,122,3,61,3,3,27,21,1
N21088,60,Female,South America,Standard,Paypal,Mobile,36,Comedy,Evening,Trending,1,673,13,91,3,4,22,0,0
N21089,31,Female,Europe,Basic,Debit Card,Mobile,9,Documentary,Evening,Search,1,309,13,75,4,4,25,0,0
N21090,34,Male,Asia,Standard,Paypal,Laptop,44,Comedy,Evening,Algorithm,3,308,5,79,4,5,50,1,0
N21091,42,Male,Europe,Basic,Credit Card,Smart TV,41,Horror,Afternoon,Friend,1,303,6,82,4,4,33,1,0
N21092,27,Female,North America,Standard,Debit Card,Smart TV,44,Drama,Evening,Algorithm,2,379,6,86,4,4,32,12,0
N21093,44,Male,South America,Standard,Credit Card,Laptop,27,Drama,Morning,Trending,1,444,11,82,4,5,36,3,0
N21094,19,Male,Asia,Basic,Debit Card,Smart TV,15,Documentary,Evening,Algorithm,1,383,6,79,4,4,74,8,0
N21095,35,Female,Asia,Basic,Debit Card,Mobile,86,Drama,Evening,Algorithm,1,159,6,75,4,4,64,31,0
N21096,37,Male,South America,Premium,Credit Card,Laptop,25,Comedy,Evening,Trending,2,129,3,41,4,3,43,2,0
N21097,31,Male,Asia,Premium,Paypal,Smart TV,63,Drama,Night,Search,1,305,4,76,5,4,36,8,0
N21098,42,Male,Europe,Premium,Paypal,Mobile,73,Documentary,Night,Ads,2,522,13,90,3,4,31,8,0
N21099,39,Male,North America,Premium,Gift Card,Smart TV,25,Sci-Fi,Night,Algorithm,4,403,4,58,4,4,38,31,0
N21100,32,Male,Asia,Basic,Debit Card,Smart TV,64,Horror,Evening,Search,1,309,5,75,4,4,39,2,0
N21101,43,Female,Asia,Standard,Credit Card,Smart TV,59,Sci-Fi,Night,Algorithm,1,203,3,72,4,3,64,0,0
N21102,29,Male,South America,Premium,Gift Card,Mobile,44,Romance,Night,Algorithm,1,297,12,75,4,4,48,5,0
N21103,31,Female,Asia,Standard,Credit Card,Smart TV,45,Comedy,Evening,Trending,2,341,5,59,4,4,52,1,0
N21104,32,Male,Asia,Premium,Paypal,Tablet,51,Documentary,Evening,Ads,5,139,3,86,4,3,23,1,0
N21105,28,Female,Europe,Basic,Paypal,Mobile,1,Drama,Morning,Algorithm,1,124,3,53,3,4,10,45,1
N21106,35,Female,Asia,Basic,Credit Card,Smart TV,36,Sci-Fi,Afternoon,Ads,1,189,4,71,4,4,37,1,1
N21107,33,Female,Europe,Premium,Credit Card,Smart TV,72,Documentary,Night,Trending,2,285,4,53,4,5,15,33,0
N21108,42,Female,Africa,Basic,Credit Card,Mobile,42,Comedy,Night,Search,1,389,12,78,4,4,55,4,0
N21109,32,Male,Europe,Premium,Gift Card,Mobile,32,Comedy,Morning,Trending,5,295,9,67,3,3,44,25,0
N21110,33,Male,Asia,Standard,Paypal,Smart TV,49,Documentary,Afternoon,Friend,1,352,9,68,4,4,86,11,0
N21111,69,Female,Africa,Basic,Credit Card,Mobile,76,Comedy,Afternoon,Algorithm,1,50,1,60,3,3,27,58,1
N21112,37,Male,Oceania,Standard,Gift Card,Tablet,22,Drama,Evening,Trending,2,408,8,64,3,4,33,35,0
N21113,44,Female,North America,Basic,Debit Card,Smart TV,14,Comedy,Evening,Algorithm,1,179,4,79,4,5,48,1,0
N21114,42,Female,North America,Basic,Paypal,Smart TV,32,Drama,Morning,Trending,1,217,6,57,4,4,73,31,0
N21115,39,Male,Asia,Standard,Credit Card,Laptop,55,Comedy,Evening,Search,1,216,4,71,4,4,31,0,0
N21116,38,Male,Asia,Basic,Credit Card,Smart TV,44,Sci-Fi,Night,Algorithm,1,454,7,88,3,5,67,2,0
N21117,62,Female,North America,Standard,Debit Card,Tablet,71,Documentary,Afternoon,Algorithm,2,112,2,68,4,3,29,32,1
N21118,57,Male,Asia,Basic,Paypal,Mobile,55,Comedy,Evening,Algorithm,1,166,4,58,3,5,56,1,0
N21119,44,Male,North America,Standard,Credit Card,Mobile,24,Romance,Evening,Search,1,173,5,32,4,4,24,3,0
N21120,31,Male,Asia,Standard,Debit Card,Mobile,81,Documentary,Evening,Friend,3,349,7,74,4,4,81,5,0
N21121,19,Male,North America,Basic,Credit Card,Mobile,34,Documentary,Night,Friend,1,64,3,71,4,4,55,19,0
N21122,23,Male,Europe,Standard,Credit Card,Smart TV,83,Sci-Fi,Night,Algorithm,1,373,8,77,4,5,47,6,0
N21123,26,Female,Europe,Premium,Credit Card,Smart TV,29,Drama,Night,Algorithm,1,217,5,77,5,5,72,12,0
N21124,47,Male,North America,Premium,Debit Card,Smart TV,63,Drama,Night,Search,1,416,9,69,4,5,9,1,0
N21125,44,Male,Europe,Standard,Gift Card,Mobile,30,Romance,Evening,Search,1,162,3,64,3,4,25,0,0
N21126,21,Male,South America,Basic,Debit Card,Mobile,21,Sci-Fi,Night,Algorithm,1,610,13,83,4,4,27,11,0
N21127,59,Male,Asia,Standard,Credit Card,Mobile,57,Comedy,Night,Ads,3,142,4,67,4,5,41,18,0
N21128,24,Male,Asia,Basic,Credit Card,Mobile,19,Action,Night,Friend,1,140,5,73,4,4,39,35,1
N21129,60,Female,North America,Basic,Debit Card,Mobile,30,Documentary,Afternoon,Search,1,533,10,69,4,3,31,4,0
N21130,51,Female,Europe,Standard,Debit Card,Smart TV,7,Comedy,Evening,Search,3,353,10,74,4,5,26,46,0
N21131,49,Female,Europe,Standard,Paypal,Smart TV,13,Documentary,Night,Ads,2,182,2,74,3,4,48,39,0
N21132,64,Male,Europe,Premium,Credit Card,Tablet,17,Horror,Evening,Algorithm,4,274,9,81,3,3,73,1,0
N21133,24,Female,Europe,Standard,Credit Card,Smart TV,23,Comedy,Evening,Trending,1,197,5,48,4,4,68,1,0
N21134,36,Female,South America,Standard,Paypal,Smart TV,10,Action,Night,Friend,1,206,3,76,4,4,37,1,0
N21135,46,Female,Asia,Standard,Credit Card,Smart TV,30,Comedy,Night,Trending,2,321,8,64,3,4,55,1,0
N21136,57,Female,Africa,Premium,Credit Card,Smart TV,64,Documentary,Afternoon,Trending,3,343,6,75,3,4,70,11,0
N21137,29,Male,Asia,Premium,Credit Card,Tablet,47,Documentary,Evening,Algorithm,2,210,7,82,4,4,33,0,0
N21138,32,Male,South America,Premium,Credit Card,Smart TV,88,Comedy,Evening,Trending,1,237,4,80,4,4,53,2,0
N21139,59,Male,Europe,Basic,Credit Card,Tablet,24,Documentary,Night,Trending,1,160,4,64,3,3,5,21,1
N21140,36,Male,North America,Premium,Credit Card,Laptop,46,Horror,Evening,Trending,3,192,4,60,4,4,70,4,0
N21141,66,Male,Asia,Premium,Credit Card,Mobile,27,Comedy,Evening,Trending,5,190,4,84,4,4,36,5,0
N21142,54,Male,North America,Standard,Debit Card,Smart TV,64,Horror,Evening,Algorithm,3,760,13,82,4,4,61,2,0
N21143,20,Male,Africa,Premium,Debit Card,Mobile,70,Drama,Evening,Ads,1,150,5,72,4,4,15,1,0
N21144,29,Male,North America,Basic,Credit Card,Mobile,44,Drama,Afternoon,Friend,1,266,11,77,4,4,31,17,1
N21145,41,Male,Europe,Standard,Credit Card,Smart TV,67,Romance,Evening,Friend,2,419,8,92,5,5,39,0,0
N21146,56,Male,Asia,Premium,Credit Card,Mobile,83,Drama,Night,Search,2,633,13,92,4,4,35,3,0
N21147,41,Female,Europe,Standard,Credit Card,Tablet,28,Romance,Evening,Algorithm,2,339,5,73,3,3,37,0,0
N21148,21,Female,North America,Basic,Credit Card,Laptop,18,Documentary,Night,Search,1,320,8,72,3,4,58,2,0
N21149,34,Male,Oceania,Standard,Gift Card,Laptop,36,Comedy,Night,Trending,1,61,1,68,4,3,24,51,1
N21150,38,Female,North America,Basic,Credit Card,Smart TV,75,Horror,Evening,Trending,1,305,6,81,4,5,20,0,0
N21151,32,Female,Europe,Basic,Paypal,Tablet,73,Romance,Afternoon,Algorithm,1,99,4,77,4,3,60,31,1
N21152,43,Female,Asia,Basic,Paypal,Smart TV,43,Horror,Evening,Friend,1,121,2,70,3,4,37,24,1
N21153,20,Female,North America,Standard,Gift Card,Smart TV,20,Sci-Fi,Night,Search,2,620,11,94,4,4,31,0,0
N21154,39,Male,North America,Basic,Credit Card,Smart TV,59,Drama,Morning,Algorithm,1,431,7,80,4,3,65,1,0
N21155,43,Male,Asia,Standard,Debit Card,Mobile,59,Comedy,Evening,Trending,1,157,3,51,3,4,42,4,0
